mle_id,eval_month_seq,hire_date,eval_date,last_commit_timestamp,department_team,education_level,prior_experience_years,raw_salary_krw,primary_framework,skills_list,mentor_id,candidate_source,code_commits_cnt,prs_merged_cnt,activity_json,probation_status,eval_performance_score,eval_competency_score,eval_attitude_score
MLE-2023-0231,3,2023-07-15,2023-10-13,2023-10-11 19:00:00+09:00,Search & RecSys,Bachelor,7.0,"₩123,313,658",Scikit-Learn,CUDA;Python;Scikit-Learn,MNT-122,Campus Recruitment,78,15,"{""github_stars"": 291, ""paper_citations"": 16, ""certifications"": [], ""weekly_1on1_attended"": true}",Extended,82.59,73.06,81.15
MLE-2023-0232,1,2023-11-07,2023-12-07,2023-12-06 17:00:00+09:00,Computer Vision,PhD,5.2,"₩104,891,304",TensorFlow,Git;Python;PyTorch;TensorFlow,,Agency,31,5,"{""github_stars"": 220, ""paper_citations"": 3, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,86.31,89.59,81.47
MLE-2023-0232,2,2023-11-07,2024-01-06,2024-01-04 20:00:00+09:00,Computer Vision,PhD,5.2,"₩104,891,304",TensorFlow,Git;Python;PyTorch;TensorFlow,,Agency,65,10,"{""github_stars"": 205, ""paper_citations"": 71, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,88.67,92.83,81.23
MLE-2023-0232,3,2023-11-07,2024-02-05,2024-02-03 10:00:00+09:00,Computer Vision,PhD,5.2,"₩104,891,304",TensorFlow,Git;Python;PyTorch;TensorFlow,,Agency,38,9,"{""github_stars"": 37, ""paper_citations"": 45, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",Passed,96.29,94.58,75.67
MLE-2024-0233,1,2023-12-25,2024-01-24,2024-01-23 02:00:00+09:00,LLM & Generative AI,Master,9.9,"₩134,330,589",None,Git;Ray;Spark;Docker,MNT-124,Agency,21,22,"{""github_stars"": 265, ""paper_citations"": 67, ""certifications"": [], ""weekly_1on1_attended"": false}",In_Probation,98.23,65.85,73.49
MLE-2024-0233,2,2023-12-25,2024-02-23,2024-02-22 14:00:00+09:00,LLM & Generative AI,Master,9.9,"₩134,330,589",None,Git;Ray;Spark;Docker,MNT-124,Agency,25,12,"{""github_stars"": 220, ""paper_citations"": 66, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,98.87,68.05,65.83
MLE-2024-0233,3,2023-12-25,2024-03-24,2024-03-23 06:00:00+09:00,LLM & Generative AI,Master,9.9,"₩134,330,589",None,Git;Ray;Spark;Docker,MNT-124,Agency,87,22,"{""github_stars"": 114, ""paper_citations"": 21, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",Passed,100.0,74.8,75.5
MLE-2024-0234,1,2023-03-14,2023-04-13,2023-04-12 05:00:00+09:00,Search & RecSys,Master,2.4,,None,Python;Git;FastAPI,MNT-110,Campus Recruitment,29,7,"{""github_stars"": 227, ""paper_citations"": 55, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,82.38,73.33,86.43
MLE-2024-0234,2,2023-03-14,2023-05-13,2023-05-11 05:00:00+09:00,Search & RecSys,Master,2.4,,None,Python;Git;FastAPI,MNT-110,Campus Recruitment,34,17,"{""github_stars"": 40, ""paper_citations"": 28, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,85.57,77.92,88.53
MLE-2024-0234,3,2023-03-14,2023-06-12,2023-06-10 00:00:00+09:00,Search & RecSys,Master,2.4,,None,Python;Git;FastAPI,MNT-110,Campus Recruitment,90,10,"{""github_stars"": 161, ""paper_citations"": 4, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",Passed,95.83,84.59,86.9
MLE-2023-0235,1,2024-04-30,2024-05-30,2024-05-29 23:00:00+09:00,Search & RecSys,Master,11.3,"₩147,940,625",Scikit-Learn,Git;Kubeflow;PyTorch;Scikit-Learn,MNT-129,Referral,70,6,"{""github_stars"": 251, ""paper_citations"": 71, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,100.0,94.9,88.49
MLE-2023-0235,2,2024-04-30,2024-06-29,2024-06-27 08:00:00+09:00,Search & RecSys,Master,11.3,"₩147,940,625",Scikit-Learn,Git;Kubeflow;PyTorch;Scikit-Learn,MNT-129,Referral,68,24,"{""github_stars"": 120, ""paper_citations"": 44, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,100.0,100.0,90.73
MLE-2023-0235,3,2024-04-30,2024-07-29,2024-07-27 05:00:00+09:00,Search & RecSys,Master,11.3,"₩147,940,625",Scikit-Learn,Git;Kubeflow;PyTorch;Scikit-Learn,MNT-129,Referral,87,23,"{""github_stars"": 322, ""paper_citations"": 50, ""certifications"": [], ""weekly_1on1_attended"": false}",Passed,100.0,100.0,82.86
MLE-2024-0236,1,2023-08-03,2023-09-02,2023-08-31 21:00:00+09:00,MLOps & Platform,PhD,2.5,"₩80,831,400",Scikit-Learn,Git;FastAPI;Ray;Scikit-Learn,MNT-101,Agency,22,21,"{""github_stars"": 165, ""paper_citations"": 33, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,68.33,63.64,88.57
MLE-2024-0236,2,2023-08-03,2023-10-02,2023-10-01 20:00:00+09:00,MLOps & Platform,PhD,2.5,"₩80,831,400",Scikit-Learn,Git;FastAPI;Ray;Scikit-Learn,MNT-101,Agency,54,21,"{""github_stars"": 112, ""paper_citations"": 43, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,71.39,64.87,94.29
MLE-2024-0236,3,2023-08-03,2023-11-01,2023-10-30 13:00:00+09:00,MLOps & Platform,PhD,2.5,"₩80,831,400",Scikit-Learn,Git;FastAPI;Ray;Scikit-Learn,MNT-101,Agency,51,11,"{""github_stars"": 314, ""paper_citations"": 78, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",Extended,75.46,66.26,92.45
MLE-2024-0237,1,2023-02-16,2023-03-18,2023-03-16 14:00:00+09:00,Computer Vision,PhD,8.0,"₩122,329,267",TensorFlow,Docker;Kubeflow;PyTorch;Git;Ray;TensorFlow,MNT-118,Direct Apply,28,20,"{""github_stars"": 203, ""paper_citations"": 62, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,96.51,58.64,62.28
MLE-2024-0237,2,2023-02-16,2023-04-17,2023-04-15 03:00:00+09:00,Computer Vision,PhD,8.0,"₩122,329,267",TensorFlow,Docker;Kubeflow;PyTorch;Git;Ray;TensorFlow,MNT-118,Direct Apply,51,7,"{""github_stars"": 139, ""paper_citations"": 15, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,97.49,67.37,57.94
MLE-2024-0237,3,2023-02-16,2023-05-17,2023-05-16 18:00:00+09:00,Computer Vision,PhD,8.0,"₩122,329,267",TensorFlow,Docker;Kubeflow;PyTorch;Git;Ray;TensorFlow,MNT-118,Direct Apply,34,10,"{""github_stars"": 258, ""paper_citations"": 53, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",Extended,100.0,68.78,65.73
MLE-2023-0238,1,2024-01-12,2024-02-11,2024-02-09 21:00:00+09:00,Core Data Science,UNKNOWN,4.1,"₩88,193,122",JAX,Git;Docker;SQL;PyTorch;JAX,MNT-119,Campus Recruitment,86,12,"{""github_stars"": 247, ""paper_citations"": 36, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,73.54,78.23,70.51
MLE-2023-0238,2,2024-01-12,2024-03-12,2024-03-11 00:00:00+09:00,Core Data Science,UNKNOWN,4.1,"₩88,193,122",JAX,Git;Docker;SQL;PyTorch;JAX,MNT-119,Campus Recruitment,89,9,"{""github_stars"": 231, ""paper_citations"": 28, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,76.19,75.14,66.22
MLE-2023-0238,3,2024-01-12,2024-04-11,2024-04-09 11:00:00+09:00,Core Data Science,UNKNOWN,4.1,"₩88,193,122",JAX,Git;Docker;SQL;PyTorch;JAX,MNT-119,Campus Recruitment,38,17,"{""github_stars"": 170, ""paper_citations"": 18, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",Extended,80.32,77.94,73.08
MLE-2023-0239,1,2023-02-12,2023-03-14,2023-03-12 12:00:00+09:00,LLM & Generative AI,UNKNOWN,8.8,"₩138,274,977",Scikit-Learn,Ray;Kubeflow;Spark;FastAPI;Scikit-Learn,MNT-111,Campus Recruitment,77,21,"{""github_stars"": 255, ""paper_citations"": 40, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,96.4,72.39,67.98
MLE-2023-0239,2,2023-02-12,2023-04-13,2023-04-11 00:00:00+09:00,LLM & Generative AI,UNKNOWN,8.8,"₩138,274,977",Scikit-Learn,Ray;Kubeflow;Spark;FastAPI;Scikit-Learn,MNT-111,Campus Recruitment,30,9,"{""github_stars"": 217, ""paper_citations"": 9, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,100.0,72.82,70.3
MLE-2023-0239,3,2023-02-12,2023-05-13,2023-05-12 13:00:00+09:00,LLM & Generative AI,UNKNOWN,8.8,"₩138,274,977",Scikit-Learn,Ray;Kubeflow;Spark;FastAPI;Scikit-Learn,MNT-111,Campus Recruitment,50,22,"{""github_stars"": 58, ""paper_citations"": 4, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",Passed,98.49,80.95,67.17
MLE-2024-0240,1,2023-07-24,2023-08-23,2023-08-22 02:00:00+09:00,Search & RecSys,PhD,8.8,"₩130,808,741",None,FastAPI;PyTorch;CUDA;Git,MNT-107,Agency,32,9,"{""github_stars"": 268, ""paper_citations"": 60, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,82.92,69.05,71.01
MLE-2024-0240,2,2023-07-24,2023-09-22,2023-09-21 23:00:00+09:00,Search & RecSys,PhD,8.8,"₩130,808,741",None,FastAPI;PyTorch;CUDA;Git,MNT-107,Agency,59,12,"{""github_stars"": 102, ""paper_citations"": 12, ""certifications"": [], ""weekly_1on1_attended"": false}",In_Probation,84.57,71.34,75.83
MLE-2024-0240,3,2023-07-24,2023-10-22,2023-10-21 13:00:00+09:00,Search & RecSys,PhD,8.8,"₩130,808,741",None,FastAPI;PyTorch;CUDA;Git,MNT-107,Agency,33,19,"{""github_stars"": 325, ""paper_citations"": 71, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",Passed,90.05,81.27,73.5
MLE-2024-0241,1,2023-10-27,2023-11-26,2023-11-24 23:00:00+09:00,Computer Vision,PhD,3.4,"₩83,499,833",None,SQL;Docker;Kubeflow,MNT-119,Referral,57,22,"{""github_stars"": 303, ""paper_citations"": 77, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,62.0,73.31,79.35
MLE-2024-0241,2,2023-10-27,2023-12-26,2023-12-25 10:00:00+09:00,Computer Vision,PhD,3.4,"₩83,499,833",None,SQL;Docker;Kubeflow,MNT-119,Referral,31,10,"{""github_stars"": 73, ""paper_citations"": 21, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,65.64,83.46,77.2
MLE-2024-0241,3,2023-10-27,2024-01-25,2024-01-23 15:00:00+09:00,Computer Vision,PhD,3.4,"₩83,499,833",None,SQL;Docker;Kubeflow,MNT-119,Referral,81,21,"{""github_stars"": 340, ""paper_citations"": 60, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",Extended,69.91,80.23,83.29
MLE-2024-0242,1,2024-02-01,2024-03-02,2024-03-01 22:00:00+09:00,MLOps & Platform,UNKNOWN,4.1,"₩91,388,635",TensorFlow,PyTorch;Ray;Git;Docker;TensorFlow,MNT-109,Referral,61,18,"{""github_stars"": 343, ""paper_citations"": 44, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,82.59,77.53,77.23
MLE-2024-0242,2,2024-02-01,2024-04-01,2024-03-31 11:00:00+09:00,MLOps & Platform,UNKNOWN,4.1,"₩91,388,635",TensorFlow,PyTorch;Ray;Git;Docker;TensorFlow,MNT-109,Referral,68,17,"{""github_stars"": 91, ""paper_citations"": 1, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,82.53,75.08,73.22
MLE-2024-0242,3,2024-02-01,2024-05-01,2024-04-30 02:00:00+09:00,MLOps & Platform,UNKNOWN,4.1,"₩91,388,635",TensorFlow,PyTorch;Ray;Git;Docker;TensorFlow,MNT-109,Referral,37,19,"{""github_stars"": 129, ""paper_citations"": 64, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",Extended,81.76,78.72,71.93
MLE-2023-0243,1,2023-12-23,2024-01-22,2024-01-21 18:00:00+09:00,Computer Vision,PhD,10.0,"₩145,192,934",Scikit-Learn,PyTorch;Git;SQL;Python;FastAPI;Scikit-Learn,,Direct Apply,68,7,"{""github_stars"": 28, ""paper_citations"": 56, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,87.58,70.43,95.58
MLE-2023-0243,2,2023-12-23,2024-02-21,2024-02-20 11:00:00+09:00,Computer Vision,PhD,10.0,"₩145,192,934",Scikit-Learn,PyTorch;Git;SQL;Python;FastAPI;Scikit-Learn,,Direct Apply,22,16,"{""github_stars"": 344, ""paper_citations"": 40, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,94.27,76.6,88.62
MLE-2023-0243,3,2023-12-23,2024-03-22,2024-03-20 05:00:00+09:00,Computer Vision,PhD,10.0,"₩145,192,934",Scikit-Learn,PyTorch;Git;SQL;Python;FastAPI;Scikit-Learn,,Direct Apply,32,10,"{""github_stars"": 98, ""paper_citations"": 64, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",Passed,92.45,75.62,87.09
MLE-2023-0244,1,2023-12-19,2024-01-18,2024-01-17 18:00:00+09:00,Core Data Science,UNKNOWN,10.1,UNKNOWN,JAX,SQL;Spark;Git;Kubeflow;JAX,MNT-103,Campus Recruitment,38,14,"{""github_stars"": 302, ""paper_citations"": 80, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,71.73,97.56,64.88
MLE-2023-0244,2,2023-12-19,2024-02-17,2024-02-16 18:00:00+09:00,Core Data Science,UNKNOWN,10.1,UNKNOWN,JAX,SQL;Spark;Git;Kubeflow;JAX,MNT-103,Campus Recruitment,51,15,"{""github_stars"": 348, ""paper_citations"": 24, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,66.88,100.0,62.52
MLE-2023-0244,3,2023-12-19,2024-03-18,2024-03-17 15:00:00+09:00,Core Data Science,UNKNOWN,10.1,UNKNOWN,JAX,SQL;Spark;Git;Kubeflow;JAX,MNT-103,Campus Recruitment,97,18,"{""github_stars"": 211, ""paper_citations"": 28, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",Passed,77.68,100.0,63.93
MLE-2024-0245,1,2023-05-16,2023-06-15,2023-06-13 04:00:00+09:00,Search & RecSys,UNKNOWN,9.4,"₩141,726,616",TensorFlow,FastAPI;Ray;TensorFlow,MNT-119,Direct Apply,51,10,"{""github_stars"": 175, ""paper_citations"": 64, ""certifications"": [], ""weekly_1on1_attended"": false}",In_Probation,97.7,81.94,79.71
MLE-2024-0245,2,2023-05-16,2023-07-15,2023-07-13 18:00:00+09:00,Search & RecSys,UNKNOWN,9.4,"₩141,726,616",TensorFlow,FastAPI;Ray;TensorFlow,MNT-119,Direct Apply,53,7,"{""github_stars"": 59, ""paper_citations"": 66, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,100.0,83.45,81.08
MLE-2024-0245,3,2023-05-16,2023-08-14,2023-08-12 23:00:00+09:00,Search & RecSys,UNKNOWN,9.4,"₩141,726,616",TensorFlow,FastAPI;Ray;TensorFlow,MNT-119,Direct Apply,100,9,"{""github_stars"": 165, ""paper_citations"": 13, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",Passed,100.0,85.56,80.65
MLE-2023-0246,1,2023-04-06,2023-05-06,2023-05-05 09:00:00+09:00,Computer Vision,PhD,9.1,"₩137,758,531",None,Ray;Git;Docker;PyTorch;Spark,MNT-111,Campus Recruitment,79,7,"{""github_stars"": 215, ""paper_citations"": 54, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,90.82,71.42,89.97
MLE-2023-0246,2,2023-04-06,2023-06-05,2023-06-04 04:00:00+09:00,Computer Vision,PhD,9.1,"₩137,758,531",None,Ray;Git;Docker;PyTorch;Spark,MNT-111,Campus Recruitment,87,12,"{""github_stars"": 290, ""paper_citations"": 17, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,95.27,73.54,89.06
MLE-2023-0246,3,2023-04-06,2023-07-05,2023-07-04 14:00:00+09:00,Computer Vision,PhD,9.1,"₩137,758,531",None,Ray;Git;Docker;PyTorch;Spark,MNT-111,Campus Recruitment,69,22,"{""github_stars"": 202, ""paper_citations"": 21, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",Passed,96.47,77.71,90.04
MLE-2024-0247,1,2023-02-11,2023-03-13,2023-03-11 18:00:00+09:00,LLM & Generative AI,Master,8.8,"₩138,412,551",JAX,Git;PyTorch;JAX,MNT-116,Campus Recruitment,46,7,"{""github_stars"": 198, ""paper_citations"": 16, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,89.39,96.93,80.79
MLE-2024-0247,2,2023-02-11,2023-04-12,2023-04-10 04:00:00+09:00,LLM & Generative AI,Master,8.8,"₩138,412,551",JAX,Git;PyTorch;JAX,MNT-116,Campus Recruitment,74,18,"{""github_stars"": 273, ""paper_citations"": 9, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,94.59,100.0,77.72
MLE-2024-0247,3,2023-02-11,2023-05-12,2023-05-10 09:00:00+09:00,LLM & Generative AI,Master,8.8,"₩138,412,551",JAX,Git;PyTorch;JAX,MNT-116,Campus Recruitment,47,15,"{""github_stars"": 188, ""paper_citations"": 46, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",Passed,96.5,100.0,88.37
MLE-2023-0248,1,2023-03-12,2023-04-11,2023-04-09 04:00:00+09:00,MLOps & Platform,Master,-999.0,"₩77,443,567",TensorFlow,PyTorch;Kubeflow;CUDA;Docker;Spark;TensorFlow,MNT-102,Agency,81,7,"{""github_stars"": 238, ""paper_citations"": 10, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,96.12,71.11,69.41
MLE-2023-0248,2,2023-03-12,2023-05-11,2023-05-10 13:00:00+09:00,MLOps & Platform,Master,-999.0,"₩77,443,567",TensorFlow,PyTorch;Kubeflow;CUDA;Docker;Spark;TensorFlow,MNT-102,Agency,60,10,"{""github_stars"": 294, ""paper_citations"": 64, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,92.18,76.1,67.77
MLE-2023-0248,3,2023-03-12,2023-06-10,2023-06-08 20:00:00+09:00,MLOps & Platform,Master,-999.0,"₩77,443,567",TensorFlow,PyTorch;Kubeflow;CUDA;Docker;Spark;TensorFlow,MNT-102,Agency,31,17,"{""github_stars"": 217, ""paper_citations"": 33, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",Passed,99.59,80.12,68.27
MLE-2024-0249,1,2023-02-27,2023-03-29,2023-03-28 20:00:00+09:00,LLM & Generative AI,UNKNOWN,8.3,"₩133,270,966",None,Docker;CUDA;Git;FastAPI,,Agency,62,12,"{""github_stars"": 217, ""paper_citations"": 43, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,66.04,93.45,74.39
MLE-2024-0249,2,2023-02-27,2023-04-28,2023-04-27 22:00:00+09:00,LLM & Generative AI,UNKNOWN,8.3,"₩133,270,966",None,Docker;CUDA;Git;FastAPI,,Agency,77,16,"{""github_stars"": 152, ""paper_citations"": 4, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,66.69,95.31,78.97
MLE-2024-0249,3,2023-02-27,2023-05-28,2023-05-27 08:00:00+09:00,LLM & Generative AI,UNKNOWN,8.3,"₩133,270,966",None,Docker;CUDA;Git;FastAPI,,Agency,47,10,"{""github_stars"": 273, ""paper_citations"": 12, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": true}",Passed,71.94,100.0,73.41
MLE-2024-0250,1,2023-12-19,2024-01-18,2024-01-16 07:00:00+09:00,Core Data Science,Master,11.2,"₩145,281,842",PyTorch,Spark;Python;PyTorch;Kubeflow,MNT-121,Referral,53,17,"{""github_stars"": 205, ""paper_citations"": 2, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,82.81,100.0,57.71
MLE-2024-0250,2,2023-12-19,2024-02-17,2024-02-15 20:00:00+09:00,Core Data Science,Master,11.2,"₩145,281,842",PyTorch,Spark;Python;PyTorch;Kubeflow,MNT-121,Referral,34,12,"{""github_stars"": 292, ""paper_citations"": 33, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,85.03,100.0,63.64
MLE-2024-0250,3,2023-12-19,2024-03-18,2024-03-17 10:00:00+09:00,Core Data Science,Master,11.2,"₩145,281,842",PyTorch,Spark;Python;PyTorch;Kubeflow,MNT-121,Referral,80,16,"{""github_stars"": 95, ""paper_citations"": 35, ""certifications"": [], ""weekly_1on1_attended"": true}",Passed,86.64,100.0,64.9
MLE-2024-0251,1,2023-01-03,2023-02-02,2023-01-31 18:00:00+09:00,MLOps & Platform,Master,-999.0,"₩75,480,410",Scikit-Learn,SQL;Docker;CUDA;Python;Scikit-Learn,MNT-108,Referral,90,17,"{""github_stars"": 325, ""paper_citations"": 76, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,81.48,84.59,79.44
MLE-2024-0251,2,2023-01-03,2023-03-04,2023-03-03 03:00:00+09:00,MLOps & Platform,Master,-999.0,"₩75,480,410",Scikit-Learn,SQL;Docker;CUDA;Python;Scikit-Learn,MNT-108,Referral,64,20,"{""github_stars"": 77, ""paper_citations"": 59, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,84.54,84.49,80.01
MLE-2024-0251,3,2023-01-03,2023-04-03,2023-04-01 22:00:00+09:00,MLOps & Platform,Master,-999.0,"₩75,480,410",Scikit-Learn,SQL;Docker;CUDA;Python;Scikit-Learn,MNT-108,Referral,29,26,"{""github_stars"": 40, ""paper_citations"": 80, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",Passed,82.55,92.11,81.68
MLE-2024-0252,1,2023-05-30,2023-06-29,2023-06-28 16:00:00+09:00,Computer Vision,UNKNOWN,,"₩76,899,311",None,Ray;Python;Kubeflow;Git;Spark,MNT-108,Campus Recruitment,27,16,"{""github_stars"": 111, ""paper_citations"": 27, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,89.97,57.54,84.58
MLE-2024-0252,2,2023-05-30,2023-07-29,2023-07-27 00:00:00+09:00,Computer Vision,UNKNOWN,,"₩76,899,311",None,Ray;Python;Kubeflow;Git;Spark,MNT-108,Campus Recruitment,71,23,"{""github_stars"": 209, ""paper_citations"": 45, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,99.69,61.5,84.5
MLE-2024-0252,3,2023-05-30,2023-08-28,2023-08-26 07:00:00+09:00,Computer Vision,UNKNOWN,,"₩76,899,311",None,Ray;Python;Kubeflow;Git;Spark,MNT-108,Campus Recruitment,38,18,"{""github_stars"": 257, ""paper_citations"": 68, ""certifications"": [], ""weekly_1on1_attended"": false}",Passed,95.43,65.5,84.33
MLE-2024-0253,1,2024-02-27,2024-03-28,2024-03-26 08:00:00+09:00,MLOps & Platform,Master,3.8,"₩93,184,988",TensorFlow,Ray;FastAPI;TensorFlow,MNT-114,Direct Apply,79,6,"{""github_stars"": 306, ""paper_citations"": 73, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,82.34,79.55,65.68
MLE-2024-0253,2,2024-02-27,2024-04-27,2024-04-25 17:00:00+09:00,MLOps & Platform,Master,3.8,"₩93,184,988",TensorFlow,Ray;FastAPI;TensorFlow,MNT-114,Direct Apply,31,17,"{""github_stars"": 11, ""paper_citations"": 76, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,90.09,81.85,63.28
MLE-2024-0253,3,2024-02-27,2024-05-27,2024-05-26 08:00:00+09:00,MLOps & Platform,Master,3.8,"₩93,184,988",TensorFlow,Ray;FastAPI;TensorFlow,MNT-114,Direct Apply,47,23,"{""github_stars"": 102, ""paper_citations"": 41, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",Extended,84.74,83.8,65.78
MLE-2024-0254,1,2023-05-06,2023-06-05,2023-06-03 17:00:00+09:00,Core Data Science,UNKNOWN,11.7,"₩158,733,552",JAX,Docker;Git;SQL;JAX,,Referral,64,6,"{""github_stars"": 213, ""paper_citations"": 33, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,94.25,81.81,84.06
MLE-2024-0254,2,2023-05-06,2023-07-05,2023-07-03 02:00:00+09:00,Core Data Science,UNKNOWN,11.7,"₩158,733,552",JAX,Docker;Git;SQL;JAX,,Referral,23,20,"{""github_stars"": 246, ""paper_citations"": 7, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,97.88,85.76,72.67
MLE-2024-0254,3,2023-05-06,2023-08-04,2023-08-02 22:00:00+09:00,Core Data Science,UNKNOWN,11.7,"₩158,733,552",JAX,Docker;Git;SQL;JAX,,Referral,90,22,"{""github_stars"": 219, ""paper_citations"": 15, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",Passed,100.0,89.02,79.15
MLE-2023-0255,1,2024-01-05,2024-02-04,2024-02-02 19:00:00+09:00,LLM & Generative AI,PhD,11.0,"₩144,629,498",JAX,Git;FastAPI;JAX,MNT-125,Agency,48,22,"{""github_stars"": 140, ""paper_citations"": 76, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,75.45,89.88,68.23
MLE-2023-0255,2,2024-01-05,2024-03-05,2024-03-04 00:00:00+09:00,LLM & Generative AI,PhD,11.0,"₩144,629,498",JAX,Git;FastAPI;JAX,MNT-125,Agency,92,17,"{""github_stars"": 149, ""paper_citations"": 39, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,81.22,94.09,69.11
MLE-2023-0255,3,2024-01-05,2024-04-04,2024-04-02 00:00:00+09:00,LLM & Generative AI,PhD,11.0,"₩144,629,498",JAX,Git;FastAPI;JAX,MNT-125,Agency,41,12,"{""github_stars"": 311, ""paper_citations"": 37, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",Passed,85.34,93.79,68.11
MLE-2024-0256,1,2023-03-17,2023-04-16,2023-04-14 17:00:00+09:00,Core Data Science,Bachelor,9.1,"₩138,176,036",TensorFlow,PyTorch;CUDA;Spark;Kubeflow;TensorFlow,MNT-128,Campus Recruitment,63,4,"{""github_stars"": 342, ""paper_citations"": 8, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,86.86,94.73,74.21
